תאריך,סטטוס,מוסד לימודי,תחום,תפקיד,חברה,ניסיון,משכורת,סוג תשלום,הערות,רכב
8/22/2019 19:51,בוגר/ת,בן גוריון,ייעוץ,הנדסת ארגון ושיטות,,2+,20000,גלובלי,קרן השתלמות,לא
8/22/2019 22:12,בוגר/ת,בן גוריון,חברת ייעוץ,הנדסת ארגון ושיטות,,1,15000,גלובלי,,לא
8/25/2019 17:19,בוגר/ת,בן גוריון,הייטק,"ניתוח, עיצוב, איפיון והטמעה של מערכות מידע",,2+,16500,גלובלי,,לא
9/27/2019 16:44,סטודנט/ית,בן גוריון,חברת ייעוץ,הנדסת ארגון ושיטות,,1,50,שעתי,אין קרן השתלמות. משכורת למשרה מלאה 10000 ברוטו,לא
10/04/2019 18:57,בוגר/ת,בן גוריון,חברת ייעוץ,"ניהול פרוייקטים,  PMO",,1,10500,גלובלי,משכורת 13,לא
10/08/2019 16:51,סטודנט/ית,בן גוריון,תעשייה מסורתית,תפעול וייצור,,1,34,שעתי,,לא
11/16/2019 19:37,סטודנט/ית,בן גוריון,הייטק,ניתוח נתונים,wix,1,75,שעתי,,לא
11/16/2019 20:13,סטודנט/ית,בן גוריון,חברת ייעוץ,"ניהול פרוייקטים,  PMO, הנדסת ארגון ושיטות",,1,50,שעתי,,לא
11/28/2019 12:22,סטודנט/ית,בן גוריון,מוסד ממשלתי,תרגום,,1,5500,שעתי,,לא
12/05/2019 20:11,בוגר/ת,בן גוריון,הייטק,"ניתוח, עיצוב, איפיון והטמעה של מערכות מידע",מטריקס,2+,14000,גלובלי,קרן השתלמות,כן
12/09/2019 11:04,סטודנט/ית,בן גוריון,הייטק,ניתוח נתונים,,1,6000,גלובלי,,לא
12/09/2019 19:09,בוגר/ת,בן גוריון,ייעוץ,הנדסת ארגון ושיטות,,1,15000,גלובלי,"קרן השתלמות, הוצאות נסיעה ",לא
01/02/2020 12:31,סטודנט/ית,בן גוריון,הייטק,תפעול וייצור,אירספאן,1,7000,שעתי,קרן השתלמות,לא
01/10/2020 11:46,סטודנט/ית,בן גוריון,הייטק,Product analyst,,1,60,שעתי,,לא
1/23/2020 16:23,סטודנט/ית,בן גוריון,מוסדות פיננסים וחברות ביטוח,ניתוח נתונים,,1,12223,שעתי,,לא
05/03/2020 10:53,סטודנט/ית,בן גוריון,תעשייה מסורתית,ניתוח נתונים,Unilevet,1,48,שעתי,,לא
5/27/2020 9:33,בוגר/ת,בן גוריון,הייטק,ניתוח נתונים,,1,14000,גלובלי,,לא
5/31/2020 9:44,בוגר/ת,בן גוריון,מוסדות פיננסים וחברות ביטוח,ניתוח נתונים,MAX,1,14000,גלובלי,,לא
06/10/2020 19:30,סטודנט/ית,בן גוריון,הייטק,ניתוח נתונים,One BI,1,45,שעתי,,לא
06/10/2020 20:20,בוגר/ת,בן גוריון,הייטק,"ניתוח, עיצוב, איפיון והטמעה של מערכות מידע",מטריקס,2+,15800,גלובלי,קרן השתלמות,
08/05/2020 11:42,סטודנט/ית,בן גוריון,הייטק,מדעי נתונים - Data science,intel,2+,65,שעתי,,לא
08/05/2020 11:44,בוגר/ת,בן גוריון,הייטק,מדעי נתונים - Data science,,2+,38000,גלובלי,"קרן השתלמות, החזר דלק",לא
08/05/2020 11:47,בוגר/ת,בן גוריון,הייטק,ניתוח נתונים,,1,15000,גלובלי,קרן השתלמות,לא
08/05/2020 12:07,בוגר/ת,בן גוריון,הייטק,מדעי נתונים - Data science,,10+,46000,גלובלי,,
08/05/2020 12:07,בוגר/ת,בן גוריון,הייטק,מדעי נתונים - Data science,,10+,46000,גלובלי,,
08/05/2020 14:02,בוגר/ת,בן גוריון,מוסדות פיננסים וחברות ביטוח,ניתוח נתונים,בנק,1,15000,גלובלי,קרן השתלמות,לא
08/05/2020 14:54,בוגר/ת,בן גוריון,הייטק,"ניהול פרוייקטים,  PMO",Medatech,1,12000,גלובלי,,לא
08/10/2020 16:32,בוגר/ת,בן גוריון,הייטק,ניתוח נתונים,,1,15000,גלובלי,קרן השתלמות,לא
9/24/2020 11:51,בוגר/ת,בן גוריון,הייטק,מנהל קמפיינים,Kendago,1,11000,גלובלי,,לא
9/24/2020 12:10,סטודנט/ית,בן גוריון,הייטק,ניתוח נתונים,BlueVine,1,50,שעתי,,לא
9/24/2020 12:11,בוגר/ת,בן גוריון,מוסדות פיננסים וחברות ביטוח,ניתוח נתונים,Be2see אשר שלחו אותי למגדל,1,14000,גלובלי,קרן השתלמות,לא
9/24/2020 15:26,בוגר/ת,בן גוריון,הייטק,"ניתוח, עיצוב, איפיון והטמעה של מערכות מידע",,1,13000,גלובלי,קרן השתלמות,לא
11/02/2020 19:27,בוגר/ת,בן גוריון,תעשייה מסורתית,ניתוח נתונים,,1,12400,גלובלי,,לא
11/02/2020 19:58,בוגר/ת,בן גוריון,מוסדות פיננסים וחברות ביטוח,"ניהול פרוייקטים,  PMO",,1,13000,גלובלי,קרן השתלמות,לא
11/02/2020 20:03,סטודנט/ית,בן גוריון,הייטק,"ניתוח, עיצוב, איפיון והטמעה של מערכות מידע",Menahel4u,1,7500,שעתי,,לא
11/03/2020 08:53,סטודנט/ית,בן גוריון,הייטק,"ניתוח, עיצוב, איפיון והטמעה של מערכות מידע",Menahel4u,1,7500,שעתי,,לא
11/21/2020 14:34,בוגר/ת,בן גוריון,הייטק,ניתוח נתונים,Optimove,1,14000,גלובלי,קרן השתלמות,לא
01/12/2021 09:07,בוגר/ת,בן גוריון,הייטק,ניתוח נתונים,,1,17000,גלובלי,,לא
01/12/2021 09:38,בוגר/ת,בן גוריון,הייטק,מיישם SFMC,יעל תוכנה,1,13600,גלובלי,נותנים לי 624 שקל נסיעות יש קרן השתלמות ופנסיה,לא
1/13/2021 1:19,בוגר/ת,בן גוריון,תעשייה מסורתית,"ניהול פרוייקטים,  PMO, הנדסת ארגון ושיטות",,1,12000,גלובלי,,לא
1/26/2021 18:42,סטודנט/ית,בן גוריון,קוקה קולה,הנדסת ארגון ושיטות,קוקה קולה,1,12000,גלובלי,"משכורת 13, קרן השתלמות",
5/21/2021 10:39,בוגר/ת,בן גוריון,מוסדות פיננסים וחברות ביטוח,הנדסת ארגון ושיטות,,1,14500,גלובלי,,לא
5/21/2021 11:43,בוגר/ת,בן גוריון,הייטק,"ניהול פרוייקטים,  PMO",,1,12000,גלובלי,,לא
5/25/2021 23:50,בוגר/ת,בן גוריון,מוסדות פיננסים וחברות ביטוח,"ניתוח, עיצוב, איפיון והטמעה של מערכות מידע",,1,17000,גלובלי,,לא
8/25/2019 16:25,בוגר/ת,האקדמית עמק יזרעאל,מוסד ממשלתי,ניתוח נתונים,,1,1100,גלובלי,"משרה ללא שעות נוספות, קרן השתלמות, 19 ימי חופשה",לא
08/04/2019 21:22,בוגר/ת,האקדמית תל אביב יפו,פרטי,מכירות ??,S.al,2+,9000,גלובלי,,לא
8/23/2019 9:38,בוגר/ת,האקדמית תל אביב יפו,תעשייה מסורתית,תפעול וייצור,ינון מאפים,1,8800,שעתי,לא,לא
12/09/2019 19:22,בוגר/ת,האקדמית תל אביב יפו,הייטק,QA,,2+,13500,גלובלי,,לא
01/10/2020 11:41,בוגר/ת,האקדמית תל אביב יפו,מוסד ממשלתי,"ניתוח, עיצוב, איפיון והטמעה של מערכות מידע",,1,10500,גלובלי,,לא
01/12/2021 14:25,בוגר/ת,האקדמית תל אביב יפו,הייטק,"תכנות: Frontend/Backend/Fullstack, Devops",Microsoft,10+,47594,גלובלי,"קרן השתלמות ניתן להפריש מעבר לתקרה עדיין 7.5% מהמעסיק בתוספת 2.5% מהעובד, אני בוחר אם ההפרש הולך לקרן השתלמות עם מס רווחי הון רגיל או לברוטו שלי. החזר הוצאות שיניים 1200 בשנה, החזר הוצאות ספורט 1000 בשנה, ביטוח בריאות פרטי עם 85% השתתפות למומחים כולל פרטיים, 23 ימי חופש בשנה",לא
08/02/2019 17:37,בוגר/ת,המכללה להנדסה ירושלים,הייטק,ניתוח נתונים,Exlibris,1,13000,גלובלי,קרן השתלמות,לא
08/02/2019 17:41,סטודנט/ית,המכללה להנדסה ירושלים,מוסד ממשלתי,ניתוח נתונים,,1,34,שעתי,"קרן השתלמות, ארוחות",לא
08/03/2019 21:40,בוגר/ת,המכללה להנדסה ירושלים,תעשייה מסורתית,"ניהול פרוייקטים,  PMO, הנדסת ארגון ושיטות",HP Indigo,2+,19000,גלובלי,קרן השתלמות. תנאים סוציאליים טובים מאוד,כן
08/04/2019 01:48,בוגר/ת,המכללה להנדסה ירושלים,מוסד ממשלתי,"ניהול פרוייקטים,  PMO",,2+,13000,גלובלי,,לא
08/04/2019 21:23,בוגר/ת,המכללה להנדסה ירושלים,בית חולים,"ניהול פרוייקטים,  PMO, הנדסת ארגון ושיטות",הדסה עין כרם,1,10000,גלובלי,קרן השתלמות בונוסים,לא
12/03/2019 10:05,בוגר/ת,המכללה להנדסה ירושלים,חברת ייעוץ,"ייעוץ מערכות טכנולוגיות, ניהול פרויקטים",חברת ייעוץ,1,10000,גלובלי,"משכורת 10k עבור 168 שעות בחודש, סבסוד ארוחות",לא
01/10/2020 12:00,בוגר/ת,המכללה להנדסה ירושלים,מוסד ממשלתי,Analyst soc tier 2,,2+,12000,שעתי,"קרן השתלמות, פנסיה",לא
05/02/2020 15:31,בוגר/ת,המכללה להנדסה ירושלים,מוסד ממשלתי,Cyber security analyst,,2+,12000,שעתי,,לא
5/27/2020 9:34,בוגר/ת,המכללה להנדסה ירושלים,מוסדות פיננסים וחברות ביטוח,"ניהול פרוייקטים,  PMO, הנדסת ארגון ושיטות",,2+,11,גלובלי,,לא
08/05/2020 11:52,בוגר/ת,המכללה להנדסה ירושלים,תעשייה מסורתית,תפעול וייצור,,1,10000,גלובלי,קרן השתלמות,לא
11/02/2020 20:26,בוגר/ת,המכללה להנדסה ירושלים,בית חולים הדסה,"ניהול פרוייקטים,  PMO, ניתוח נתונים , הנדסת ארגון ושיטות",מרכז רפואי הדסה,1,10000,גלובלי,"משכורת 13, קרן השתלמות, הטבות בריאות בבית חולים",לא
01/12/2021 09:27,בוגר/ת,המכללה להנדסה ירושלים,תעשייה מסורתית,תפעול וייצור,,1,10300,שעתי,,לא
2/17/2021 23:28,סטודנט/ית,המכללה להנדסה ירושלים,מוסד ממשלתי,"ניתוח, עיצוב, איפיון והטמעה של מערכות מידע, QA",,1,10000,גלובלי,,לא
08/05/2020 15:02,בוגר/ת,המכללה למינהל,מוסדות פיננסים וחברות ביטוח,ניתוח נתונים,,2+,25000,גלובלי,השתלמות,לא
08/02/2019 17:13,סטודנט/ית,המרכז האקדמי לב,הייטק,"ניהול פרוייקטים,  PMO",,2+,4000,שעתי,,לא
8/22/2019 19:17,בוגר/ת,המרכז האקדמי לב,תעשייה מסורתית,"ניתוח, עיצוב, איפיון והטמעה של מערכות מידע",ICL,2+,10000,גלובלי,השכר כולל את הנסיעות והשעות הנוספות על המשרה המלאה.,לא
8/25/2019 14:53,סטודנט/ית,המרכז האקדמי לב,מוסד ממשלתי,ניתוח נתונים,,1,4000,שעתי,שכר ממשלתי קבוע לסטודנטים,לא
9/24/2020 11:59,בוגר/ת,המרכז האקדמי לב,הייטק,ניתוח נתונים,exlibris,2+,12500,גלובלי,קרן השתלמות,לא
11/12/2020 11:47,בוגר/ת,המרכז האקדמי לב,תעשייה מסורתית,תפעול וייצור,המשבב,1,10500,שעתי,,
5/21/2021 11:45,בוגר/ת,המרכז האקדמי לב,תעשייה מסורתית,פלנר,,1,14000,גלובלי,קרן השתלמות,לא
08/05/2020 11:46,בוגר/ת,המרכז האקדמי לב,מוסד ממשלתי,הנדסת ארגון ושיטות,,1,6000,גלובלי,"קרן השתלמות, פנסיה וכו",לא
08/02/2019 15:43,בוגר/ת,טכניון,הייטק,ניתוח נתונים,Intel,2+,22000,גלובלי,,לא
08/02/2019 15:45,סטודנט/ית,טכניון,מוסד ממשלתי,תפעול וייצור,אלביט,1,4500,שעתי,,לא
08/02/2019 15:47,סטודנט/ית,טכניון,הייטק,ניתוח נתונים,Intel,1,62,שעתי,,לא
08/02/2019 16:00,בוגר/ת,טכניון,תעשייה מסורתית,Data engineer,Rafael,2+,18000,שעתי,"שעות נוספות, בונוסים רבעוניים אחלה קרן השתלמות",לא
08/02/2019 16:16,סטודנט/ית,טכניון,תעשייה מסורתית,CI,אליאנס,1,50,שעתי,,לא
08/02/2019 17:02,סטודנט/ית,טכניון,הייטק,"ניהול פרוייקטים,  PMO",Intel,1,50,שעתי,,לא
08/02/2019 17:43,סטודנט/ית,טכניון,הייטק,ניתוח נתונים,,1,70,שעתי,קרן השתלמות,לא
08/02/2019 18:44,סטודנט/ית,טכניון,תעשייה מסורתית,תפעול וייצור,,1,40,שעתי,,לא
08/02/2019 19:14,סטודנט/ית,טכניון,הייטק,"ניהול פרוייקטים,  PMO",Intel,1,51.2,שעתי,"השתתפות בתוכנית מניות,תקציב איכות חיים, 3 ארוחות ביום, יום חופש בתשלום בחודש יום ההולדת, מתנות בתקופת מבחנים ",לא
08/03/2019 11:59,בוגר/ת,טכניון,תעשייה מסורתית,תפעול וייצור,,2+,19000,גלובלי,קרן השתלמות,לא
08/03/2019 13:56,בוגר/ת,טכניון,Low tech,"ניהול פרוייקטים,  PMO",,1,13500,גלובלי,קרן השתלמות,לא
08/06/2019 13:50,סטודנט/ית,טכניון,הייטק,"ניתוח נתונים , מדעי נתונים , Devops",Intel,2+,90,שעתי,,לא
08/11/2019 15:34,סטודנט/ית,טכניון,הייטק,בקרה תקציבית,,1,60,שעתי,קרן השתלמות,לא
8/15/2019 16:06,בוגר/ת,טכניון,הייטק,"ניתוח, עיצוב, איפיון והטמעה של מערכות מידע",Ncr,1,10000,גלובלי,,לא
8/22/2019 19:13,בוגר/ת,טכניון,תעשייה מסורתית,תפעול וייצור,,2+,19000,גלובלי,קרן השתלמות,לא
8/25/2019 14:48,סטודנט/ית,טכניון,הייטק,Devops,אינטל,1,56,שעתי,,לא
09/04/2019 15:21,סטודנט/ית,טכניון,תעשייה מסורתית,תפעול וייצור,רפאל,1,45,שעתי,,לא
09/04/2019 22:14,בוגר/ת,טכניון,הייטק,"ניתוח, עיצוב, איפיון והטמעה של מערכות מידע",,10+,35000,גלובלי,,כן
9/27/2019 13:38,סטודנט/ית,טכניון,תעשייה מסורתית,תפעול וייצור,,1,40,שעתי,,לא
12/05/2019 20:52,בוגר/ת,טכניון,תעשייה מסורתית,הנדסת ארגון ושיטות,,10+,25000,גלובלי,,לא
12/05/2019 21:56,בוגר/ת,טכניון,תעשייה מסורתית,תפעול וייצור,,2+,19000,גלובלי,קרן השתלמות,לא
1/23/2020 14:42,בוגר/ת,טכניון,תעשייה מסורתית,"ניהול פרוייקטים,  PMO",יוניון מוטורס,2+,12000,גלובלי,משכורת 13 + קרן השתלמות,כן
05/11/2020 00:40,סטודנט/ית,טכניון,תעשייה מסורתית,תפעול וייצור,,1,37,שעתי,,לא
08/05/2020 11:52,סטודנט/ית,טכניון,הייטק,ניתוח נתונים,,2+,7000,שעתי,,לא
10/20/2020 2:22,בוגר/ת,טכניון,תעשייה מסורתית,"ניהול פרוייקטים,  PMO, תפעול וייצור",,1,11000,שעתי,"קרן השתלמות, הסעות, ארוחות, מתנות, בונוסים",לא
11/21/2020 16:05,בוגר/ת,טכניון,הייטק,"ניתוח, עיצוב, איפיון והטמעה של מערכות מידע",,2+,10000,גלובלי,,לא
08/01/2019 12:07,בוגר/ת,"לא מהנדס , הנדסאי",תעשייה מסורתית,תפעול וייצור,,10+,15000,גלובלי,,לא
12/28/2019 17:07,בוגר/ת,מוסד ממש טוב,תעשייה מסורתית,"ניהול פרוייקטים,  PMO, תפעול וייצור",Flex,1,9000,שעתי,"קרן השתלמות, ארוחות, הסעות, בונוסים רבעוניים",לא
8/25/2019 14:45,סטודנט/ית,מכללת אורט בראודה,מוסד ממשלתי,עוזרת במטלות השוטפות,,1,3720,שעתי,"קרן השתלמות , פנסיה ",לא
9/27/2019 13:41,סטודנט/ית,מכללת אורט בראודה,תעשייה מסורתית,"ניהול פרוייקטים,  PMO, הנדסת ארגון ושיטות",Palram,1,42,שעתי,,לא
11/03/2019 18:01,בוגר/ת,מכללת אורט בראודה,תעשייה מסורתית,הנדסת ארגון ושיטות,סנמינה,2+,10000,גלובלי,קרן השתלמות,לא
11/16/2019 19:31,סטודנט/ית,מכללת אורט בראודה,תעשייה מסורתית,תפעול וייצור,תב מדיקל,1,9000,שעתי,,לא
11/16/2019 19:31,בוגר/ת,מכללת אורט בראודה,Low tech,תפעול וייצור,,1,9800,גלובלי,קרן השתלמות,לא
06/10/2020 23:54,בוגר/ת,מכללת אורט בראודה,תעשייה מסורתית,תפעול וייצור,,2+,10500,שעתי,קרן השתלמות,לא
9/24/2020 12:38,סטודנט/ית,מכללת אורט בראודה,תעשייה מסורתית,"תו""ב",רפאל,2+,50,שעתי,,לא
11/21/2020 15:12,בוגר/ת,מכללת אורט בראודה,תעשייה מסורתית,תפעול וייצור,אלביט,1,13000,גלובלי,,לא
11/21/2020 15:39,בוגר/ת,מכללת אורט בראודה,תעשייה מסורתית,"ניהול פרוייקטים,  PMO",טמבור,2+,12500,גלובלי,"קה""ש",לא
5/21/2021 12:32,בוגר/ת,מכללת אורט בראודה,תעשייה מסורתית,תפעול וייצור,רפאל,1,12000,גלובלי,"בונוס רבעוני, בונוס ועד, חלוקת רווחים, קרן השתלמות, ביטוח רפואי מקיף כולל שיניים",לא
5/21/2021 15:13,סטודנט/ית,מכללת אורט בראודה,מוסד ממשלתי,משרת סטודנט בקרת פרויקטים,בינוי ושיכון,1,3600,שעתי,,לא
06/04/2021 19:13,בוגר/ת,מכללת אורט בראודה,תעשייה מסורתית,תפעול וייצור,Flex,1,9500,שעתי,"קרן השתלמות, בונוסים",לא
08/01/2019 11:52,בוגר/ת,מכללת אפקה,הייטק,"ניהול פרוייקטים,  PMO",בזק,2+,19000,גלובלי,,לא
08/01/2019 12:14,בוגר/ת,מכללת אפקה,חברת בניה,"ניתוח, עיצוב, איפיון והטמעה של מערכות מידע",,1,10000,גלובלי,,לא
08/02/2019 17:21,סטודנט/ית,מכללת אפקה,הייטק,Devops,Intel,1,47,שעתי,,
08/04/2019 21:21,בוגר/ת,מכללת אפקה,חברת פארמה,CRM Manager,Boehringer ingelheim,1,12000,גלובלי,"בונוס (בין משכורת לשתיים), טלפון, קרן השתלמות, סיבוס",לא
08/05/2019 11:56,בוגר/ת,מכללת אפקה,תעשייה מסורתית,מנהל רכש וקניינות,,2+,13000,גלובלי,קרן השתלמות,לא
8/22/2019 19:25,בוגר/ת,מכללת אפקה,מוסדות פיננסים וחברות ביטוח,"ניהול פרוייקטים,  PMO, ניתוח, עיצוב, איפיון והטמעה של מערכות מידע",בזק,2+,19000,גלובלי,,לא
8/25/2019 16:36,סטודנט/ית,מכללת אפקה,תעשייה מסורתית,"ניהול פרוייקטים,  PMO",,1,35,שעתי,,לא
09/09/2019 18:52,בוגר/ת,מכללת אפקה,הייטק,Business Analyst,Bolt solutions,2+,15000,גלובלי,,לא
10/04/2019 18:46,בוגר/ת,מכללת אפקה,הייטק,"ניהול פרוייקטים,  PMO, ניתוח, עיצוב, איפיון והטמעה של מערכות מידע",Bolt,2+,15000,גלובלי,,לא
10/04/2019 18:56,סטודנט/ית,מכללת אפקה,בית קפה,"ניהול פרוייקטים,  PMO, הנדסת ארגון ושיטות, תפעול וייצור, ניתוח, עיצוב, איפיון והטמעה של מערכות מידע",,1,5000,שעתי,,לא
11/12/2019 15:14,בוגר/ת,מכללת אפקה,מוסדות פיננסים וחברות ביטוח,ניתוח נתונים,הפניקס,2+,13000,גלובלי,משכורת 13 וקרן השתלמות,לא
11/15/2019 13:21,בוגר/ת,מכללת אפקה,מוסדות פיננסים וחברות ביטוח,מפתח RPA,EY,1,11000,שעתי,,לא
